Number of scenarios;Runtime;Objective
5;1.6688110828399658;9007.6644
10;2.9479165077209473;10046.130200000001
20;5.537970304489136;10661.6298
50;14.526955366134644;10448.685299999996
75;21.997862815856934;10646.5671
100;29.82326102256775;10582.625800000003
150;46.427026987075806;10649.688399999995
200;63.45701289176941;10589.389100000004
250;82.11874890327454;10617.994099999994
300;99.4512267112732;10623.664
400;136.33574509620667;10709.475900000009
500;171.41337370872498;10637.671
750;260.14147758483887;10533.713099999988
1000;351.20863366127014;10441.554700000012
