Number of scenarios;Runtime;Objective
5;0.03244614601135254;122418.90369999998
10;0.07234621047973633;134264.2531
20;0.10060930252075195;130037.16
50;0.2529635429382324;120029.59470000003
75;0.400526762008667;119379.516
100;0.5217013359069824;117592.14060000004
150;0.7734887599945068;118461.83619999999
200;1.0647530555725098;116751.49520000003
250;1.3203437328338623;115988.32269999996
300;1.5940637588500977;117159.74999999999
400;2.1595308780670166;117940.32660000004
500;2.709510564804077;117600.44340000006
750;4.224984884262085;116663.70439999994
1000;5.764939546585083;116397.70260000008
