Number of scenarios;Runtime;Objective
5;0.028481245040893555;181643.2809
10;0.04485201835632324;157813.986
20;0.09589862823486328;143791.78160000002
50;0.19726920127868652;150957.78050000005
75;0.31020236015319824;147571.6555
100;0.39048099517822266;149448.0254
150;0.6156136989593506;150176.52700000003
200;0.8368873596191406;149338.33089999994
250;1.0229063034057617;146280.68699999998
300;1.2588212490081787;147073.55870000008
400;1.7170977592468262;145453.5315000001
500;2.1287708282470703;146541.51920000016
750;3.3346498012542725;148414.60780000009
1000;4.578161239624023;149493.83650000018
