Number of scenarios;Runtime;Objective
5;0.2662363052368164;601081.172
10;0.4440755844116211;517613.26240000007
20;0.8399159908294678;571268.6852000001
50;2.119483709335327;552626.088
75;3.176138401031494;548416.5959
100;4.253507852554321;542683.654
150;6.383179187774658;551138.3177
200;8.683178901672363;544297.9447999999
250;11.013541221618652;542145.4780000002
300;13.303824663162231;540699.8906000002
400;18.056931018829346;543137.6533000002
500;22.765220165252686;545764.3589000005
750;34.74672174453735;550486.2411999997
1000;46.92134070396423;550785.3287999987
