Number of scenarios;Runtime;Objective
5;2.3242416381835938;5560.0022
10;4.031460523605347;5079.5876
20;7.760152578353882;4664.84
50;19.733774185180664;4638.3251
75;30.085748434066772;4513.401900000002
100;40.735405921936035;4483.826999999999
150;63.08165502548218;4432.083799999999
200;86.77851843833923;4458.880099999999
250;111.18465805053711;4446.9902
300;135.34099626541138;4445.256499999998
400;182.99524307250977;4428.558499999999
500;228.94932389259338;4424.893099999997
750;347.19906425476074;4440.6644000000015
1000;470.190087556839;4474.701800000002
