Number of scenarios;Runtime;Objective
5;1.4788177013397217;10587.8141
10;2.597325563430786;11433.2793
20;4.860756158828735;11137.9885
50;12.729377746582031;11416.5213
75;19.08433198928833;11196.735099999994
100;25.814724445343018;10925.438900000001
150;40.08134889602661;10925.509299999992
200;54.928207874298096;10896.164799999999
250;70.18245053291321;10887.761500000004
300;86.71539330482483;10968.781499999994
400;117.34356451034546;10849.896799999995
500;147.4543604850769;10856.87280000001
750;224.67434215545654;10868.118999999995
1000;303.0588722229004;10830.362000000001
