Number of scenarios;Runtime;Objective
5;1.3005523681640625;10653.94
10;2.309661626815796;10593.931100000002
20;4.341777801513672;10502.342999999999
50;11.311484336853027;10127.801699999998
75;17.051698207855225;10287.881900000004
100;22.99496626853943;10169.183700000001
150;35.47037386894226;9919.416799999997
200;48.57367563247681;9912.220100000004
250;63.051247119903564;9798.204300000007
300;76.07873034477234;9863.041300000004
400;104.35705637931824;9815.683300000008
500;128.76014304161072;9779.687300000003
750;193.82058811187744;9746.064100000001
1000;262.77636337280273;9718.052800000012
