Number of scenarios;Runtime;Objective
5;0.15483975410461426;323485.7002
10;0.23560500144958496;362717.96180000005
20;0.4676074981689453;371108.6786
50;1.1528265476226807;388336.2199999999
75;1.70149564743042;404271.12169999984
100;2.264373302459717;401129.76139999984
150;3.4270620346069336;404760.6341999999
200;4.595531702041626;405372.24560000026
250;5.7945027351379395;405832.1250000003
300;7.017871618270874;406752.15579999983
400;9.434048414230347;396808.64219999994
500;11.75137186050415;393654.6577999998
750;18.143516063690186;390883.3184000002
1000;24.554183959960938;391770.55189999973
