Number of scenarios;Runtime;Objective
5;0.04685211181640625;114213.8974
10;0.09519529342651367;104015.29009999998
20;0.14425253868103027;98708.75399999999
50;0.3530130386352539;90894.18639999999
75;0.5414378643035889;90642.73920000001
100;0.7237088680267334;93549.42370000006
150;1.0654282569885254;91535.37050000002
200;1.469437837600708;92579.5308
250;1.8421411514282227;93427.50370000003
300;2.220172882080078;93916.61410000005
400;3.0091421604156494;94499.36969999997
500;3.810473918914795;95274.05349999995
750;5.827792644500732;94680.37589999996
1000;7.895583391189575;94040.334
