Number of scenarios;Runtime;Objective
5;0.11435627937316895;195470.9698
10;0.16599512100219727;187806.53750000003
20;0.317488431930542;167894.2583
50;0.7768065929412842;165247.92849999998
75;1.1612353324890137;162079.4463
100;1.5670077800750732;161732.08139999988
150;2.326878786087036;162526.8151000001
200;3.112600088119507;163632.2082
250;3.947370767593384;166286.1284999999
300;4.705470085144043;164098.52210000018
400;6.389398097991943;163253.59089999995
500;8.006167888641357;163094.87539999984
750;12.229415655136108;163339.05620000017
1000;16.542876482009888;161921.67969999986
