Number of scenarios;Runtime;Objective
5;0.08436059951782227;171906.2155
10;0.1450800895690918;193659.8694
20;0.26979613304138184;160953.30060000002
50;0.6910500526428223;151994.1872
75;1.0190603733062744;153017.68249999997
100;1.3788487911224365;157248.93180000002
150;2.1000595092773438;158692.51419999998
200;2.832392930984497;159166.50640000004
250;3.516289710998535;162112.52139999997
300;4.231629371643066;162133.86919999987
400;5.7355241775512695;161643.43970000008
500;7.179319143295288;162504.95220000003
750;11.13728404045105;163953.41399999976
1000;15.01375126838684;163424.99110000004
