Number of scenarios;Runtime;Objective
5;2.3586277961730957;4910.3075
10;4.264428615570068;4972.909499999999
20;8.054582357406616;4885.161800000001
50;20.76875114440918;4873.315700000001
75;31.32192325592041;4798.5788999999995
100;42.42207860946655;4763.7786000000015
150;65.77527689933777;4717.7537999999995
200;90.44270586967468;4754.210199999999
250;116.44842505455017;4784.844300000001
300;140.3975613117218;4781.506500000001
400;190.46466255187988;4789.144800000003
500;239.44842886924744;4782.830799999998
750;363.07848286628723;4743.4089
1000;484.38296031951904;4736.293199999994
