Number of scenarios;Runtime;Objective
5;1.4881062507629395;10218.6824
10;2.579470634460449;9129.1745
20;4.772139549255371;8971.0762
50;12.469184398651123;8694.999000000002
75;18.888163805007935;8528.380400000002
100;25.4997079372406;8220.0532
150;39.705559730529785;8545.277600000001
200;54.1086208820343;8577.406300000004
250;69.81225848197937;8661.116399999994
300;85.2282338142395;8728.3514
400;115.86640524864197;8853.885700000003
500;146.39706993103027;8783.071600000003
750;222.11349177360535;8748.688900000005
1000;300.28640961647034;8755.448400000007
