Number of scenarios;Runtime;Objective
5;0.8067996501922607;7287.6831
10;1.381284475326538;7106.1979
20;2.537290573120117;7154.420900000001
50;6.570734024047852;7360.6191
75;9.959503173828125;7403.173599999999
100;13.306769371032715;7430.500900000001
150;20.476035118103027;7459.943299999997
200;27.966001987457275;7503.700099999999
250;35.98213028907776;7606.296999999999
300;43.627952575683594;7515.399600000003
400;60.01501750946045;7560.6155
500;76.15053153038025;7645.929000000005
750;117.08850431442261;7748.1512999999995
1000;156.76165342330933;7727.2055999999975
