Number of scenarios;Runtime;Objective
5;0.4623270034790039;11172.4555
10;0.761929988861084;9678.4275
20;1.408078908920288;9343.7829
50;3.6495134830474854;9460.532
75;5.466601371765137;10038.350299999998
100;7.2754552364349365;9742.881799999997
150;11.20592999458313;9724.642700000004
200;15.081534385681152;9858.9875
250;19.262842178344727;9927.364299999996
300;23.299516201019287;9919.606900000004
400;32.147767305374146;9991.368600000007
500;41.03229308128357;9939.054099999996
750;64.31413507461548;9907.82349999999
1000;86.86284136772156;9906.18319999999
