Number of scenarios;Runtime;Objective
5;2.340860605239868;4910.3075
10;4.23984956741333;4972.909499999999
20;8.408344030380249;4885.161800000001
50;21.84404993057251;4873.315700000001
75;33.07359719276428;4798.5788999999995
100;44.645524978637695;4763.7786000000015
150;69.36173009872437;4717.7537999999995
200;95.30495715141296;4754.210199999999
250;122.4355800151825;4784.844300000001
300;147.1626377105713;4781.506500000001
400;201.28267097473145;4789.144800000003
500;253.85226964950562;4782.830799999998
750;380.86203122138977;4743.4089
1000;510.35204339027405;4736.293199999994
