Number of scenarios;Runtime;Objective
5;1.4754021167755127;10587.8141
10;2.6271157264709473;11433.2793
20;5.230468988418579;11137.9885
50;13.519492626190186;11416.5213
75;20.916572332382202;11196.735099999994
100;27.905197620391846;10925.438900000001
150;43.22729992866516;10925.509299999992
200;59.653366804122925;10896.164799999999
250;75.96717119216919;10887.761500000004
300;93.41827321052551;10968.781499999994
400;127.44386529922485;10849.896799999995
500;159.84041500091553;10856.87280000001
750;244.66954469680786;10868.118999999995
1000;331.0826680660248;10830.362000000001
