Number of scenarios;Runtime;Objective
5;0.07608938217163086;146781.8466
10;0.13062787055969238;169340.55870000002
20;0.2563745975494385;180044.5872
50;0.6562316417694092;173434.9494
75;0.995354175567627;172319.82400000002
100;1.359924077987671;172467.33610000004
150;2.019692897796631;176361.64050000004
200;2.6945152282714844;180074.31370000012
250;3.4017884731292725;180543.2673
300;4.13886570930481;182049.85640000002
400;5.5637366771698;181126.02930000005
500;7.020678758621216;180168.9114000001
750;10.811565399169922;180843.6778000003
1000;14.567768573760986;180550.88120000032
