Number of scenarios;Runtime;Objective
5;0.15200138092041016;323485.7002
10;0.22957444190979004;362717.96180000005
20;0.4870610237121582;371108.6786
50;1.1924710273742676;388336.2199999999
75;1.801931619644165;404271.12169999984
100;2.400740385055542;401129.76139999984
150;3.6717312335968018;404760.6341999999
200;4.844086170196533;405372.24560000026
250;6.185432195663452;405832.1250000003
300;7.463848829269409;406752.15579999983
400;10.021891832351685;396808.64219999994
500;12.564956426620483;393654.6577999998
750;19.2038676738739;390883.3184000002
1000;26.1965594291687;391770.55189999973
