Number of scenarios;Runtime;Objective
5;0.05199861526489258;235624.11729999998
10;0.1042332649230957;191903.1106
20;0.16941022872924805;167556.1098
50;0.43912625312805176;158712.97040000005
75;0.6426846981048584;162990.92669999998
100;0.855515718460083;161432.46729999996
150;1.307291030883789;158671.21810000003
200;1.7483258247375488;157797.56920000009
250;2.209510087966919;157627.67490000004
300;2.6724867820739746;159201.31620000006
400;3.6303493976593018;158691.5513999999
500;4.597688436508179;158865.01390000002
750;7.043341875076294;157874.3555000001
1000;9.670618295669556;158279.56919999994
