Number of scenarios;Runtime;Objective
5;0.11597037315368652;195470.9698
10;0.16935420036315918;187806.53750000003
20;0.34496617317199707;167894.2583
50;0.8211936950683594;165247.92849999998
75;1.2406949996948242;162079.4463
100;1.684462547302246;161732.08139999988
150;2.5139737129211426;162526.8151000001
200;3.3621857166290283;163632.2082
250;4.236731767654419;166286.1284999999
300;5.071244239807129;164098.52210000018
400;6.855375051498413;163253.59089999995
500;8.683138370513916;163094.87539999984
750;13.185034036636353;163339.05620000017
1000;17.83840298652649;161921.67969999986
