Number of scenarios;Runtime;Objective
5;0.49474573135375977;7850.1128
10;0.8048911094665527;7599.110000000001
20;1.6237194538116455;6387.5188
50;4.1092188358306885;6720.250300000003
75;6.320738792419434;6760.193999999999
100;8.440009355545044;6779.657499999999
150;12.92883586883545;6853.7829
200;17.648303031921387;6912.196900000001
250;22.316884756088257;6920.4446
300;27.235387086868286;6835.965399999995
400;37.635531187057495;6795.550700000006
500;47.983957052230835;6818.866599999999
750;74.50031590461731;6818.886699999998
1000;100.9382004737854;6777.065599999989
