Number of scenarios;Runtime;Objective
5;0.02804708480834961;131884.102
10;0.0476834774017334;125862.914
20;0.10865521430969238;113262.8429
50;0.22757244110107422;116034.6506
75;0.36507320404052734;113657.30500000002
100;0.44711828231811523;112639.04449999996
150;0.704012393951416;115469.53779999998
200;0.9699833393096924;116867.62360000002
250;1.227921724319458;119258.48040000001
300;1.4860875606536865;119444.85460000005
400;1.9878108501434326;120553.5515
500;2.5200862884521484;120833.8301999999
750;3.92244291305542;120489.94290000004
1000;5.423829793930054;120457.34460000004
