Number of scenarios;Runtime;Objective
5;0.42790937423706055;6148.6092
10;0.7119784355163574;6143.8494
20;1.4325389862060547;6245.5044
50;3.6514503955841064;6456.6151
75;5.608747720718384;6399.631899999997
100;7.483968496322632;6408.747100000001
150;11.494025945663452;6388.708099999999
200;15.589281558990479;6404.563499999998
250;19.934474229812622;6328.688200000001
300;24.25296664237976;6392.035399999998
400;33.48077201843262;6383.7004000000015
500;42.56165337562561;6354.838199999997
750;66.00096249580383;6301.8631000000005
1000;89.36686444282532;6269.474199999987
