Number of scenarios;Runtime;Objective
5;0.17897439002990723;557526.4153
10;0.2741563320159912;554868.3749
20;0.5655310153961182;580528.3201
50;1.4159095287322998;556679.5303000001
75;2.125739574432373;559774.6986
100;2.8074610233306885;553128.1326
150;4.222476243972778;533565.5928000004
200;5.706877946853638;531958.28
250;7.176130294799805;523741.8722999999
300;8.623574495315552;527176.4695000002
400;11.538374662399292;520995.43719999987
500;14.61828875541687;517620.7894999994
750;22.345092058181763;522595.09270000044
1000;30.214783191680908;524488.1720999996
