Number of scenarios;Runtime;Objective
5;0.028347015380859375;181643.2809
10;0.044956207275390625;157813.986
20;0.10075259208679199;143791.78160000002
50;0.20806193351745605;150957.78050000005
75;0.343036413192749;147571.6555
100;0.42385244369506836;149448.0254
150;0.6626973152160645;150176.52700000003
200;0.8751349449157715;149338.33089999994
250;1.126478910446167;146280.68699999998
300;1.3522322177886963;147073.55870000008
400;1.7922489643096924;145453.5315000001
500;2.3127899169921875;146541.51920000016
750;3.576244831085205;148414.60780000009
1000;4.963275194168091;149493.83650000018
