Number of scenarios;Runtime;Objective
5;2.439561128616333;6534.831900000001
10;4.387818336486816;6556.9524
20;8.846537351608276;6341.999899999998
50;22.82413649559021;6078.0827
75;34.92683506011963;6141.305999999997
100;47.3185179233551;6146.009200000001
150;73.9913079738617;6150.339
200;102.38890075683594;6253.996799999998
250;129.4945330619812;6202.065699999997
300;156.6380422115326;6147.415699999999
400;210.77069520950317;6173.871199999996
500;266.2430913448334;6178.251699999996
750;402.46580386161804;6155.223999999998
1000;538.9025900363922;6174.822100000001
