Number of scenarios;Runtime;Objective
5;0.08481860160827637;171906.2155
10;0.14527535438537598;193659.8694
20;0.2856264114379883;160953.30060000002
50;0.750417947769165;151994.1872
75;1.1011528968811035;153017.68249999997
100;1.4999322891235352;157248.93180000002
150;2.2361652851104736;158692.51419999998
200;2.993870973587036;159166.50640000004
250;3.768064260482788;162112.52139999997
300;4.539571285247803;162133.86919999987
400;6.097193956375122;161643.43970000008
500;7.71439003944397;162504.95220000003
750;11.801350355148315;163953.41399999976
1000;16.100870609283447;163424.99110000004
