Number of scenarios;Runtime;Objective
5;0.22707676887512207;620429.9461
10;0.38155341148376465;597020.7017999999
20;0.7374794483184814;583336.4432
50;1.8398075103759766;582224.4881999998
75;2.7859416007995605;569474.7653000001
100;3.6924092769622803;564457.3629999998
150;5.6549391746521;560554.5405
200;7.653235673904419;560125.0454999998
250;9.622708797454834;566412.1198000005
300;11.695388078689575;568356.6772
400;15.8046395778656;569293.4724999999
500;19.8717200756073;572344.8596000003
750;30.51378846168518;575340.6826000002
1000;41.496173620224;578056.7297
