Number of scenarios;Runtime;Objective
5;0.03220057487487793;122418.90369999998
10;0.07124114036560059;134264.2531
20;0.10483264923095703;130037.16
50;0.25815248489379883;120029.59470000003
75;0.4220731258392334;119379.516
100;0.5460398197174072;117592.14060000004
150;0.8088500499725342;118461.83619999999
200;1.112755298614502;116751.49520000003
250;1.3777952194213867;115988.32269999996
300;1.6936733722686768;117159.74999999999
400;2.286572217941284;117940.32660000004
500;2.845379590988159;117600.44340000006
750;4.444891691207886;116663.70439999994
1000;6.1292641162872314;116397.70260000008
