Number of scenarios;Runtime;Objective
5;0.04736185073852539;164333.2093
10;0.10281920433044434;171554.302
20;0.16901350021362305;162206.4966
50;0.4105386734008789;145595.3043
75;0.6452922821044922;142757.5151
100;0.8490660190582275;143988.64089999997
150;1.2761774063110352;144747.94799999997
200;1.6933934688568115;144261.7457
250;2.161288022994995;147547.34170000002
300;2.6293423175811768;147106.66859999977
400;3.5909454822540283;145478.1443999999
500;4.550407886505127;148875.77099999998
750;7.149855852127075;151614.62320000015
1000;9.904535293579102;151806.8774000003
