Number of scenarios;Runtime;Objective
5;1.9008426666259766;10651.300000000001
10;3.7815189361572266;10585.945099999999
20;7.54559588432312;10497.261
50;18.786054372787476;10127.047499999999
75;28.474036931991577;10287.881900000004
100;38.397700548172;10169.183700000001
150;58.60958671569824;9919.416799999997
200;80.01169776916504;9912.220100000004
250;101.98689651489258;9798.204300000007
300;125.18120384216309;9863.041300000004
400;171.53772401809692;9815.683300000008
500;216.33295273780823;9779.687300000003
750;330.90326404571533;9746.064100000001
1000;446.5838232040405;9718.052800000012
