Number of scenarios;Runtime;Objective
5;3.1669247150421143;5486.6183
10;5.975589275360107;5081.3985999999995
20;11.82841682434082;4660.486599999999
50;30.62144637107849;4637.1809
75;46.50198674201965;4512.045700000002
100;62.80963492393494;4482.411999999998
150;96.26409530639648;4430.501500000001
200;133.13656067848206;4455.974099999998
250;169.90678787231445;4444.216499999999
300;206.11641263961792;4442.604799999998
400;281.2606449127197;4425.874000000001
500;351.0108799934387;4421.169699999997
750;534.825398683548;4437.410000000002
1000;718.549946308136;4471.6876
