Number of scenarios;Runtime;Objective
5;0.2619638442993164;433502.76
10;0.4848361015319824;435075.8364
20;0.9589288234710693;406564.42500000005
50;2.4220099449157715;420885.8161
75;3.687476396560669;433804.06860000006
100;4.935314178466797;441343.141
150;7.425321817398071;443162.93490000005
200;9.981361150741577;441358.9564
250;12.57370662689209;444517.2664000002
300;15.196471452713013;445325.8304999998
400;20.519810438156128;445041.8476
500;25.87777590751648;443961.9456000003
750;39.58691143989563;441369.2352999998
1000;53.689692735672;441258.3048999998
