Number of scenarios;Runtime;Objective
5;0.036725521087646484;181643.2809
10;0.08247733116149902;157813.986
20;0.12654352188110352;143791.78160000002
50;0.31484222412109375;150957.78050000005
75;0.501171350479126;147571.6555
100;0.6424427032470703;149448.0254
150;1.0033283233642578;150176.52700000003
200;1.3302741050720215;149338.33089999994
250;1.7116577625274658;146280.68699999998
300;2.0184993743896484;147073.55870000008
400;2.8105432987213135;145453.5315000001
500;3.5446064472198486;146541.51920000016
750;5.644387245178223;148414.60780000009
1000;7.827747106552124;149493.83650000018
