Number of scenarios;Runtime;Objective
5;0.13213491439819336;163009.6573
10;0.20830583572387695;193790.4491
20;0.42089104652404785;159507.2486
50;1.001732349395752;151994.1872
75;1.5326201915740967;153017.68249999997
100;2.0631184577941895;157248.93180000002
150;3.0519509315490723;158692.51419999998
200;4.182380676269531;159166.50640000004
250;5.205022573471069;162112.52139999997
300;6.277531862258911;162133.86919999987
400;8.526289939880371;161643.43970000008
500;10.799764633178711;162504.95220000003
750;16.65682554244995;163953.41399999976
1000;22.59611988067627;163424.99110000004
