Number of scenarios;Runtime;Objective
5;0.138502836227417;994.9445000000001
10;0.20548629760742188;751.7616999999999
20;0.4162757396697998;705.0832000000001
50;1.0418634414672852;719.7041000000003
75;1.6019413471221924;695.9093000000001
100;2.125887393951416;684.0148000000002
150;3.2348670959472656;694.0796000000001
200;4.383478879928589;684.4515999999996
250;5.49846625328064;706.1920999999995
300;6.596393823623657;693.9566999999992
400;9.002709865570068;700.9750000000001
500;11.417954683303833;693.9180000000009
750;17.81110644340515;695.689300000001
1000;24.62350869178772;690.3443999999995
