Number of scenarios;Runtime;Objective
5;0.046237945556640625;117561.29319999999
10;0.10841059684753418;130640.80300000001
20;0.16606664657592773;127569.16930000001
50;0.4091362953186035;120029.59470000003
75;0.6348333358764648;119379.516
100;0.8479490280151367;117592.14060000004
150;1.2924277782440186;118461.83619999999
200;1.694836139678955;116751.49520000003
250;2.1558189392089844;115988.32269999996
300;2.602047920227051;117159.74999999999
400;3.502361297607422;117940.32660000004
500;4.486149311065674;117600.44340000006
750;6.9188268184661865;116663.70439999994
1000;9.573183298110962;116397.70260000008
