Number of scenarios;Runtime;Objective
5;0.32628512382507324;624591.8413
10;0.6311070919036865;593953.0154
20;1.2004027366638184;581548.7946
50;2.997967481613159;582224.4881999998
75;4.492559432983398;569051.3171000001
100;6.053768873214722;563863.2527000001
150;9.164231777191162;560401.6100000001
200;12.374813795089722;559931.7259000001
250;15.65092921257019;566225.9589000002
300;18.927107334136963;568073.3677000003
400;25.675634622573853;568883.5812999996
500;32.4539155960083;571896.2007999999
750;50.27807927131653;574892.9053999995
1000;68.19976353645325;577645.1378999999
