Number of scenarios;Runtime;Objective
5;0.07181620597839355;221228.9933
10;0.14933252334594727;188050.3012
20;0.2514514923095703;165274.00200000004
50;0.6463675498962402;158037.90820000003
75;0.9662384986877441;161778.9058
100;1.2974121570587158;160331.49790000002
150;1.9513540267944336;157641.5661
200;2.625147581100464;156830.97570000016
250;3.3319125175476074;157072.37920000002
300;4.079862117767334;158321.4193
400;5.493527173995972;157626.4911999997
500;6.919494867324829;157724.1535000001
750;10.839036226272583;156984.21319999988
1000;14.91519045829773;157346.95679999996
