Number of scenarios;Runtime;Objective
5;3.540755271911621;5256.67
10;6.892820596694946;5149.361000000001
20;13.656908512115479;5202.6218
50;34.880011796951294;5096.233199999999
75;52.77837610244751;5068.132899999999
100;71.86605978012085;5107.845899999999
150;111.12781715393066;5118.654599999999
200;152.96945023536682;5120.256100000001
250;194.82045149803162;5105.360199999999
300;236.83088421821594;5148.070600000002
400;321.06551909446716;5140.236300000003
500;401.44739842414856;5132.075000000004
750;610.1337969303131;5136.893700000001
1000;821.9988207817078;5142.782800000001
