Number of scenarios;Runtime;Objective
5;3.456662178039551;6524.7482
10;6.681672096252441;6551.8648
20;13.18162488937378;6340.454600000001
50;34.250144958496094;6077.6866
75;51.48429346084595;6141.305999999997
100;70.26435327529907;6146.009200000001
150;108.89335179328918;6150.339
200;148.63581943511963;6253.996799999998
250;185.20204877853394;6202.065699999997
300;222.48878836631775;6147.415699999999
400;301.78590297698975;6173.871199999996
500;380.838338136673;6178.251699999996
750;577.0218048095703;6155.223999999998
1000;779.1232490539551;6174.822100000001
