Number of scenarios;Runtime;Objective
5;2.098076105117798;10206.268
10;4.022361993789673;9128.25
20;7.9293372631073;8824.7649
50;20.189759969711304;8691.6
75;30.671361207962036;8526.348700000004
100;41.51154661178589;8218.8849
150;64.12649202346802;8543.038600000002
200;87.94341969490051;8575.504800000004
250;112.13482189178467;8658.8611
300;137.4139425754547;8726.427700000004
400;187.2291567325592;8852.2304
500;236.97130465507507;8781.449499999993
750;362.1286771297455;8748.688900000005
1000;489.59425830841064;8753.988499999987
