Number of scenarios;Runtime;Objective
5;0.11732649803161621;150155.16210000002
10;0.1956186294555664;169340.55870000002
20;0.37717580795288086;180044.5872
50;0.9494607448577881;173434.9494
75;1.4761338233947754;172319.82400000002
100;1.95916748046875;172467.33610000004
150;2.9475257396698;176361.64050000004
200;3.98639178276062;180074.31370000012
250;5.012136220932007;180543.2673
300;6.082223892211914;182049.85640000002
400;8.244658470153809;181126.02930000005
500;10.420584917068481;180168.9114000001
750;16.09640645980835;180843.6778000003
1000;22.092323541641235;180550.88120000032
