Number of scenarios;Runtime;Objective
5;1.237896203994751;6468.414400000001
10;2.514110803604126;7194.6782
20;4.934699296951294;8077.7959999999985
50;12.441888809204102;8109.6372
75;19.05112361907959;8184.9274
100;25.754101276397705;8405.083699999997
150;39.47672438621521;8486.401
200;54.14080190658569;8569.795399999997
250;69.06822729110718;8456.561199999995
300;84.38743710517883;8536.969900000006
400;116.12563371658325;8617.220499999994
500;146.66278743743896;8566.689999999993
750;226.86247420310974;8571.468000000004
1000;299.0767993927002;8537.63470000001
