Number of scenarios;Runtime;Objective
5;1.153878927230835;7287.630499999999
10;2.167412757873535;7106.723300000001
20;4.354435443878174;7151.4342000000015
50;11.12650728225708;7360.1838000000025
75;16.98265528678894;7402.754100000001
100;22.68715739250183;7430.500900000001
150;34.70378828048706;7459.943299999997
200;47.3863730430603;7503.700099999999
250;60.77015042304993;7606.296999999999
300;73.69350552558899;7515.399600000003
400;101.30859994888306;7560.6155
500;129.08768677711487;7645.929000000005
750;197.64700508117676;7748.1512999999995
1000;267.0709590911865;7727.2055999999975
