Number of scenarios;Runtime;Objective
5;0.2400965690612793;556007.9542
10;0.43648433685302734;544625.396
20;0.8824262619018555;564545.9678
50;2.176518201828003;548540.7714
75;3.3258180618286133;546310.1328999999
100;4.414717435836792;541044.4358999999
150;6.614401340484619;521221.45979999966
200;8.899033069610596;520304.3796000003
250;11.108319997787476;512629.72959999996
300;13.47879672050476;516620.1423999996
400;18.150541305541992;509441.0215999996
500;22.865710973739624;506927.1782000003
750;35.383835792541504;511985.9601
1000;48.06132626533508;514613.71249999985
