Number of scenarios;Runtime;Objective
5;0.49274778366088867;7850.1128
10;0.942551851272583;7599.110000000001
20;1.8359339237213135;6387.5188
50;4.704736948013306;6720.250300000003
75;7.243582248687744;6760.193999999999
100;9.794128656387329;6779.657499999999
150;14.952769994735718;6853.7829
200;20.538878917694092;6912.196900000001
250;25.83160161972046;6920.4446
300;31.497029781341553;6835.965399999995
400;43.571818590164185;6795.550700000006
500;55.587066650390625;6818.866599999999
750;86.41567397117615;6818.886699999998
1000;117.10728740692139;6777.065599999989
