Number of scenarios;Runtime;Objective
5;0.9931228160858154;6594.9257
10;1.997673511505127;6588.505300000001
20;3.968719244003296;6891.084099999999
50;10.146207809448242;7098.9196
75;15.348314046859741;7277.026499999998
100;20.91302251815796;7306.959000000001
150;32.232465505599976;7219.942100000005
200;44.34182143211365;7310.141699999997
250;56.15442085266113;7338.570100000001
300;68.92599654197693;7452.318800000004
400;94.21912097930908;7265.400700000003
500;120.19249892234802;7270.969799999995
750;182.4278848171234;7218.845900000001
1000;246.13719296455383;7151.971500000004
