Number of scenarios;Runtime;Objective
5;0.04624533653259277;114213.8974
10;0.10126972198486328;104015.29009999998
20;0.16322708129882812;98708.75399999999
50;0.428525447845459;90894.18639999999
75;0.6240849494934082;90642.73920000001
100;0.8367669582366943;93549.42370000006
150;1.2559165954589844;91535.37050000002
200;1.7036123275756836;92579.5308
250;2.13065767288208;93427.50370000003
300;2.5975630283355713;93916.61410000005
400;3.4976634979248047;94499.36969999997
500;4.418837785720825;95274.05349999995
750;6.794539928436279;94680.37589999996
1000;9.334193706512451;94040.334
