Number of scenarios;Runtime;Objective
5;0.1854853630065918;439410.52359999996
10;0.3527395725250244;439450.60229999997
20;0.6862282752990723;406564.42500000005
50;1.7513973712921143;420885.8161
75;2.6495425701141357;433804.06860000006
100;3.515145778656006;441343.141
150;5.359254598617554;443162.93490000005
200;7.240598917007446;441358.9564
250;9.023443222045898;444517.2664000002
300;10.931330919265747;445325.8304999998
400;14.73178219795227;445041.8476
500;18.557297945022583;443961.9456000003
750;28.457898378372192;441369.2352999998
1000;38.57692503929138;441258.3048999998
