Number of scenarios;Runtime;Objective
5;0.03606414794921875;184537.6921
10;0.0845494270324707;160885.874
20;0.13289523124694824;158955.45
50;0.3341329097747803;180561.72020000004
75;0.533780574798584;195236.0150999999
100;0.6970131397247314;194242.07359999997
150;1.036118984222412;198274.8724
200;1.3873317241668701;201272.85970000006
250;1.770258903503418;199699.9882
300;2.1304843425750732;199303.3582999999
400;2.8772988319396973;199020.68070000003
500;3.7050020694732666;200024.6982999999
750;5.798808813095093;200974.69959999988
1000;7.9625091552734375;201663.0513000002
