Number of scenarios;Runtime;Objective
5;0.02838587760925293;181643.2809
10;0.05144071578979492;157813.986
20;0.09491109848022461;143791.78160000002
50;0.2344350814819336;150957.78050000005
75;0.38047075271606445;147571.6555
100;0.47829174995422363;149448.0254
150;0.7377464771270752;150176.52700000003
200;0.9920568466186523;149338.33089999994
250;1.2576255798339844;146280.68699999998
300;1.5190238952636719;147073.55870000008
400;2.0211899280548096;145453.5315000001
500;2.6032485961914062;146541.51920000016
750;4.077353477478027;148414.60780000009
1000;5.659701824188232;149493.83650000018
