Number of scenarios;Runtime;Objective
5;2.3935487270355225;4910.3075
10;4.838850736618042;4972.909499999999
20;9.577831506729126;4885.161800000001
50;24.524874448776245;4873.315700000001
75;37.46681237220764;4798.5788999999995
100;50.78043723106384;4763.7786000000015
150;77.82584023475647;4717.7537999999995
200;107.82611274719238;4754.210199999999
250;137.38326621055603;4784.844300000001
300;167.20134162902832;4781.506500000001
400;226.5999879837036;4789.144800000003
500;284.089870929718;4782.830799999998
750;431.31269550323486;4743.4089
1000;577.6201722621918;4736.293199999994
