Number of scenarios;Runtime;Objective
5;1.487607479095459;10587.8141
10;3.0189058780670166;11433.2793
20;6.012034177780151;11137.9885
50;15.34800100326538;11416.5213
75;23.470884561538696;11196.735099999994
100;31.75158429145813;10925.438900000001
150;49.295090436935425;10925.509299999992
200;67.74728798866272;10896.164799999999
250;86.39512085914612;10887.761500000004
300;105.96807479858398;10968.781499999994
400;142.92427802085876;10849.896799999995
500;181.2000687122345;10856.87280000001
750;275.59858751296997;10868.118999999995
1000;373.142386674881;10830.362000000001
