Number of scenarios;Runtime;Objective
5;0.26848649978637695;601081.172
10;0.5172717571258545;517613.26240000007
20;1.0488882064819336;571268.6852000001
50;2.5577869415283203;552626.088
75;3.8383312225341797;548416.5959
100;5.195201396942139;542683.654
150;7.834032297134399;551138.3177
200;10.630155801773071;544297.9447999999
250;13.422643184661865;542145.4780000002
300;16.20202136039734;540699.8906000002
400;22.084057569503784;543137.6533000002
500;27.8552508354187;545764.3589000005
750;42.59669470787048;550486.2411999997
1000;57.34499406814575;550785.3287999987
