Number of scenarios;Runtime;Objective
5;0.1776576042175293;557526.4153
10;0.30503416061401367;554868.3749
20;0.648601770401001;580528.3201
50;1.59222412109375;556679.5303000001
75;2.352585554122925;559774.6986
100;3.174689292907715;553128.1326
150;4.79962944984436;533565.5928000004
200;6.4248058795928955;531958.28
250;8.009284257888794;523741.8722999999
300;9.700932025909424;527176.4695000002
400;13.050312280654907;520995.43719999987
500;16.39129638671875;517620.7894999994
750;25.221179485321045;522595.09270000044
1000;34.29145336151123;524488.1720999996
