Number of scenarios;Runtime;Objective
5;2.614345073699951;5353.1912
10;5.0175862312316895;5159.4753
20;10.1644766330719;5221.273
50;26.094249725341797;5095.860300000001
75;39.40000915527344;5069.5739
100;53.5338020324707;5101.108499999999
150;82.81577610969543;5121.515900000004
200;114.45133256912231;5122.9325
250;145.74909114837646;5108.003200000005
300;177.39205861091614;5150.909200000003
400;239.37368535995483;5142.292700000005
500;299.6683437824249;5134.0206000000035
750;454.23083114624023;5139.055899999999
1000;613.2042934894562;5144.881999999999
