Number of scenarios;Runtime;Objective
5;1.5239076614379883;10218.6824
10;2.948779582977295;9129.1745
20;5.922513961791992;8971.0762
50;15.42307448387146;8694.999000000002
75;23.298882961273193;8528.380400000002
100;31.372358798980713;8220.0532
150;48.64267349243164;8545.277600000001
200;67.08287119865417;8577.406300000004
250;85.86393332481384;8661.116399999994
300;104.44378852844238;8728.3514
400;142.9812614917755;8853.885700000003
500;181.27713751792908;8783.071600000003
750;275.29489850997925;8748.688900000005
1000;371.1949505805969;8755.448400000007
