Number of scenarios;Runtime;Objective
5;0.6076829433441162;2302.6913999999997
10;1.217369556427002;2227.6101
20;2.377484083175659;2209.9257000000002
50;6.055522680282593;2161.6512999999995
75;9.179952621459961;2164.4617000000003
100;12.319697141647339;2150.1130000000007
150;18.646148204803467;2128.1267999999995
200;25.383053064346313;2082.7305
250;32.388299226760864;2106.5254999999997
300;39.27064871788025;2096.442899999999
400;54.15676975250244;2102.307500000001
500;69.24936890602112;2100.575400000002
750;106.3744215965271;2111.6189000000004
1000;142.8771994113922;2099.9662000000003
