Number of scenarios;Runtime;Objective
5;0.03724479675292969;164333.2093
10;0.0847465991973877;171554.302
20;0.1342923641204834;162206.4966
50;0.32520198822021484;145595.3043
75;0.5118255615234375;142757.5151
100;0.6741180419921875;143988.64089999997
150;1.0078628063201904;144747.94799999997
200;1.3661856651306152;144261.7457
250;1.714289903640747;147547.34170000002
300;2.0426414012908936;147106.66859999977
400;2.80977201461792;145478.1443999999
500;3.570955753326416;148875.77099999998
750;5.548603296279907;151614.62320000015
1000;7.562359094619751;151806.8774000003
