Number of scenarios;Runtime;Objective
5;0.22618579864501953;620429.9461
10;0.4393184185028076;597020.7017999999
20;0.8581161499023438;583336.4432
50;2.1581649780273438;582224.4881999998
75;3.216137170791626;569474.7653000001
100;4.293476819992065;564457.3629999998
150;6.534005641937256;560554.5405
200;8.881239414215088;560125.0454999998
250;11.211190223693848;566412.1198000005
300;13.507888317108154;568356.6772
400;18.396069765090942;569293.4724999999
500;23.128011226654053;572344.8596000003
750;35.6539843082428;575340.6826000002
1000;48.2005672454834;578056.7297
