Number of scenarios;Runtime;Objective
5;0.8050386905670166;7287.6831
10;1.5161938667297363;7106.1979
20;3.095303773880005;7154.420900000001
50;7.898773908615112;7360.6191
75;12.007887601852417;7403.173599999999
100;16.335407257080078;7430.500900000001
150;25.047003746032715;7459.943299999997
200;34.10460114479065;7503.700099999999
250;43.72942852973938;7606.296999999999
300;53.595601320266724;7515.399600000003
400;73.44815182685852;7560.6155
500;93.55513215065002;7645.929000000005
750;143.03563332557678;7748.1512999999995
1000;192.90811157226562;7727.2055999999975
