Number of scenarios;Runtime;Objective
5;0.09225153923034668;715.0391999999999
10;0.141221284866333;674.2807
20;0.29943180084228516;700.5079999999999
50;0.7042403221130371;660.0161000000002
75;1.0464951992034912;690.1888999999995
100;1.4496064186096191;708.5791999999998
150;2.1435673236846924;700.7694999999999
200;2.897059202194214;713.9646
250;3.616788148880005;720.6580000000004
300;4.365118741989136;720.5115000000002
400;5.915491819381714;711.8920000000003
500;7.422540903091431;705.7848000000001
750;11.619251728057861;716.6560999999999
1000;16.01411461830139;713.5565999999994
